142,YINB1,Inbest Prime I Inmuebles SOCIMI,Madrid,Real Estate,Residential & Commercial REITs,€50.31M,142.9x,,€1.10,0%
143,SCO,Seresco,Madrid,Technology,Software & IT Services,€48.98M,23.8x,,€5.10,0%
144,YINB4,Inbest Prime IV Inmuebles SOCIMI,Madrid,Real Estate,Residential & Commercial REITs,€48.79M,127.3x,,€0.98,0%
145,YADV,ADVERO Properties Socimi,Madrid,Real Estate,Residential & Commercial REITs,€47.85M,230.4x,6.48,€11.40,0%
146,ALQ,Alquiber Quality,Madrid,Industrials,Professional & Commercial Services,€46.28M,7.6x,-1.21,€8.70,1.2%
147,YMEI,Mercal Inmuebles,Madrid,Real Estate,Residential & Commercial REITs,€45.78M,25.2x,-13.94,€49.80,0%
148,ADZ,Adolfo Dominguez,Madrid,Consumer Cyclicals,Textiles & Apparel,€45.21M,19.1x,,€4.95,-1.8%
149,MTBA,Montebalito,Madrid,Real Estate,Real Estate Operations,€44.15M,27.1x,0.17,€1.39,3.7%
150,GRIE,Grino Ecologic S.A.,Madrid,Industrials,Professional & Commercial Services,€43.75M,13.2x,-0.88,€1.44,0%
151,YGAV,Gavari Properties Socimi,Madrid,Real Estate,Residential & Commercial REITs,€42.52M,,,€33.60,0%
152,NTX,Netex Knowledge,Madrid,Technology,Software & IT Services,€41.33M,-39.5x,1.95,€4.74,0%
153,YHCR,Home Capital Rentals SOCIMI,Madrid,Real Estate,Real Estate Operations,€39.32M,9.8x,,€6.55,0%
154,YEIS,Elaia Investment Spain Socimi,Madrid,Real Estate,Residential & Commercial REITs,€38.62M,50.2x,,€3.48,0%
155,FACE,Facephi Biometria SA,Madrid,Technology,Electronic Equipment & Parts,€38.13M,-8.3x,,€1.65,-1.8%
156,YABA,Jaba I Inversiones,Madrid,Real Estate,Residential & Commercial REITs,€37.65M,-12.6x,0.33,€1.06,0%
157,YQUO,Quonia SOCIMI,Madrid,Real Estate,Residential & Commercial REITs,€35.77M,21x,0.13,€1.32,0%
158,YAP67,Ap67 Socimi,Madrid,Real Estate,Residential & Commercial REITs,€34.10M,22.6x,0.64,€4.72,0%
159,ISE,Innovative Solutions Ecosystem,Madrid,Industrials,Professional & Commercial Services,€32.54M,-6.5x,,€0.56,0%
160,480S,Soluciones Cuatroochenta,Madrid,Technology,Software & IT Services,€31.70M,,,€11.60,0%
161,YPSNA,Prevision Sanitaria,Madrid,Real Estate,Residential & Commercial REITs,€30.78M,36.6x,1.24,€16,0%
162,YTCH,Techo Hogar,Madrid,Real Estate,Real Estate Operations,€29.53M,146.5x,,€1.04,0%
163,RSS,Revenga Ingenieros,Madrid,Industrials,Professional & Commercial Services,€28.97M,,,€2.62,0%
164,LIB,Libertas 7,Madrid,Real Estate,Real Estate Operations,€28.36M,32.2x,-0.61,€1.34,0%
165,YGCS,Galil Capital,Madrid,Real Estate,Residential & Commercial REITs,€27.38M,59.2x,,€13,0%
