157,004370,Nongshim,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩2.52T,15.3x,0.62,"₩409,000",-6%
158,001440,Taihan Electric Wire Co,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩2.46T,17.7x,0.1,"₩13,390",1.1%
159,257720,Silicon 2,KOSDAQ,Technology,Software & IT Services,₩2.46T,30x,0.17,"₩45,000",11.4%
160,000155,Doosan Pref Shs,Seoul,Consumer Non-Cyclicals,Consumer Goods Conglomerates,₩2.37T,-9.9x,-0.14,"₩86,200",1.8%
161,000150,Doosan,Seoul,Consumer Non-Cyclicals,Consumer Goods Conglomerates,₩2.37T,-9.9x,-0.14,"₩152,700",2.8%
162,000157,Doosan Co,Seoul,Consumer Non-Cyclicals,Consumer Goods Conglomerates,₩2.37T,-9.9x,-0.14,"₩86,000",1.3%
163,403870,HPSP,KOSDAQ,Technology,Semiconductors & Semiconductor Equipment,₩2.36T,37.6x,,"₩29,600",4%
164,361610,SK IE Technology Co,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩2.34T,256.2x,1.41,"₩31,700",-3.5%
165,002380,KCC,Seoul,Basic Materials,Chemicals,₩2.18T,3.2x,0,"₩305,000",2.7%
166,007070,Gs Retail,Seoul,Consumer Non-Cyclicals,Food & Drug Retailing,₩2.17T,122.8x,-1.11,"₩21,100",0.7%
167,008930,Hanmi Science,Seoul,Healthcare,Pharmaceuticals,₩2.16T,19.2x,0.33,"₩32,250",1.1%
168,018880,Hanon Systems,Seoul,Consumer Cyclicals,Automobiles & Auto Parts,₩2.15T,48.5x,-2.02,"₩4,020",0%
169,000880,Hanwha,Seoul,Financials,Insurance,₩2.12T,-15.2x,-0.39,"₩30,250",-0.3%
170,088350,Hanwha Life,Seoul,Financials,Insurance,₩2.12T,3.2x,-0.09,"₩2,905",3%
171,00088K,Hanwha 3P Pref,Seoul,Financials,Insurance,₩2.12T,-15.2x,-0.39,"₩15,390",-0.6%
172,000885,Hanwha,Seoul,Financials,Insurance,₩2.12T,-15.2x,-0.39,"₩40,100",0%
173,002795,Amorepacific Group,Seoul,Consumer Non-Cyclicals,Personal & Household Products & Services,₩2.03T,28.6x,2.7,"₩9,560",1.2%
174,002790,Amore Group,Seoul,Consumer Non-Cyclicals,Personal & Household Products & Services,₩2.03T,23.8x,2.7,"₩25,100",0.4%
175,383220,FF Co,Seoul,Consumer Cyclicals,Textiles & Apparel,₩2.01T,6.6x,-0.35,"₩53,200",0.8%
176,028670,Pan Ocean,Seoul,Industrials,Freight & Logistics Services,₩2T,9.6x,-0.15,"₩3,810",1.6%
177,282330,BGF Retail,Seoul,Consumer Non-Cyclicals,Food & Drug Retailing,₩1.97T,9.4x,-5.33,"₩111,800",-1.9%
178,039030,EO Technics,KOSDAQ,Technology,Semiconductors & Semiconductor Equipment,₩1.97T,63.3x,-1.09,"₩174,300",7.1%
179,278470,APR,Seoul,Consumer Non-Cyclicals,Personal & Household Products & Services,₩1.95T,19.9x,0.31,"₩260,500",2%
180,357780,Soulbrain,KOSDAQ,Basic Materials,Chemicals,₩1.93T,16.7x,-0.78,"₩255,000",2.2%
181,000120,CJ Logistics,Seoul,Industrials,Freight & Logistics Services,₩1.91T,8.7x,0.54,"₩94,000",-2.1%
182,214450,Pharma Reaserch Products,KOSDAQ,Healthcare,Pharmaceuticals,₩1.91T,18.9x,0.46,"₩187,700",1.8%
183,012750,S-1 Corp,Seoul,Technology,Communications & Networking,₩1.9T,10.8x,0.64,"₩57,600",2.3%
184,051600,Kepco Plant S&,Seoul,Industrials,Professional & Commercial Services,₩1.88T,10.4x,0.41,"₩41,400",-1.1%
185,026960,Dongsuh,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩1.86T,11.2x,-1.37,"₩18,730",-0.8%
186,078600,Daejoo Electronic Materials,KOSDAQ,Basic Materials,Chemicals,₩1.86T,"2,568.1x",0.55,"₩122,200",-3.2%
187,240810,Wonik IPS,KOSDAQ,Technology,Semiconductors & Semiconductor Equipment,₩1.8T,-62.2x,0.39,"₩37,400",1.2%
188,008770,Hotel Shilla,Seoul,Industrials,Transport Infrastructure,₩1.79T,23.3x,0.34,"₩47,600",0.2%
189,008775,Hotel Shilla Co,Seoul,Industrials,Transport Infrastructure,₩1.79T,69.2x,0.34,"₩38,450",0.5%
190,000990,DB HiTek,Seoul,Technology,Semiconductors & Semiconductor Equipment,₩1.78T,9.1x,-0.16,"₩43,550",2.3%
191,009420,Hanall Biopharma,Seoul,Healthcare,Pharmaceuticals,₩1.77T,530.4x,0.72,"₩36,300",3.7%
192,237690,ST Pharm,KOSDAQ,Healthcare,Pharmaceuticals,₩1.76T,89.4x,7.51,"₩94,800",6.3%
193,030000,Cheil Worldwide,Seoul,Consumer Cyclicals,Media & Publishing,₩1.75T,9.7x,10.68,"₩17,230",-0.3%
194,006280,GC Biopharma,Seoul,Healthcare,Pharmaceuticals,₩1.72T,-44x,0.32,"₩149,700",-0.7%
195,004990,Lotte,Seoul,Consumer Cyclicals,Diversified Retail,₩1.7T,-19.8x,0.11,"₩23,700",0%
196,005290,Dongjin Semichem,KOSDAQ,Basic Materials,Chemicals,₩1.7T,14.9x,-0.56,"₩33,700",1.7%
197,023530,Lotte Shopping,Seoul,Consumer Cyclicals,Diversified Retail,₩1.69T,10.7x,0.06,"₩59,800",-0.2%
198,020150,Lotte Energy Materials,Seoul,Technology,Semiconductors & Semiconductor Equipment,₩1.68T,-638.4x,-6.95,"₩36,700",0.5%
199,111770,Youngone,Seoul,Consumer Cyclicals,Textiles & Apparel,₩1.67T,3.3x,-0.1,"₩40,650",7%
200,035900,JYP Entertainment,KOSDAQ,Consumer Cyclicals,Media & Publishing,₩1.67T,17.5x,5.36,"₩50,300",0%
201,204320,HL Mando,Seoul,Consumer Cyclicals,Automobiles & Auto Parts,₩1.67T,,0.13,"₩35,550",0%
202,139480,E-Mart,Seoul,Consumer Non-Cyclicals,Food & Drug Retailing,₩1.66T,-16.9x,0.12,"₩60,200",-2.6%
