110,7040,Atheeb Telecom,Saudi Arabia,Technology,Telecommunications Services,SAR 2.90B,16.5x,-0.3,SAR 85,2.3%
111,9590,Armah Sports Co SCJSC,Saudi Arabia,,,SAR 2.89B,"3,534.5x",37.63,SAR 88,0.1%
112,4192,Al Saif Stores for Dev Investment,Saudi Arabia,Consumer Cyclicals,Household Goods,SAR 2.88B,46.7x,-1.69,SAR 8.37,1.7%
113,2040,Saudi Ceramics,Saudi Arabia,Consumer Cyclicals,Homebuilding & Construction Supplies,SAR 2.83B,,0.03,SAR 28.40,2.3%
114,8200,Saudi Re,Saudi Arabia,Financials,Insurance,SAR 2.82B,22x,0.14,SAR 31.70,1%
115,2170,Alujain,Saudi Arabia,Basic Materials,Chemicals,SAR 2.75B,,0.17,SAR 39.75,-1%
116,2281,Tanmiah Food Company SCJSC,Saudi Arabia,Consumer Non-Cyclicals,Food & Tobacco,SAR 2.75B,26.8x,-0.49,SAR 138.60,0.9%
117,3080,EPCCO,Saudi Arabia,Basic Materials,Construction Materials,SAR 2.73B,12.6x,0.48,SAR 31.80,-0.6%
118,8030,MEDGULF,Saudi Arabia,Financials,Insurance,SAR 2.71B,17.1x,0.09,SAR 25.85,-1.3%
119,2320,AL-BABTAIN,Saudi Arabia,Industrials,Construction & Engineering,SAR 2.71B,13x,0.04,SAR 42.45,-0.8%
120,9510,National Building,Saudi Arabia,Consumer Cyclicals,Homebuilding & Construction Supplies,SAR 2.58B,86.2x,-4.05,SAR 215,0%
121,3010,ACC,Saudi Arabia,Basic Materials,Construction Materials,SAR 2.51B,17.2x,-1.15,SAR 25.10,0%
122,2300,SPM,Saudi Arabia,Basic Materials,Paper & Forest Products,SAR 2.50B,23.7x,0.13,SAR 67.90,3.5%
123,4016,Middle East Pharmaceutical,Saudi Arabia,Healthcare,Pharmaceuticals,SAR 2.46B,31x,0.64,SAR 126,2.4%
124,3003,City Cement,Saudi Arabia,Basic Materials,Construction Materials,SAR 2.45B,24.6x,-1.18,SAR 17.52,-0.4%
125,1302,Bawan,Saudi Arabia,Consumer Cyclicals,Homebuilding & Construction Supplies,SAR 2.35B,18.4x,20.11,SAR 39.05,0.4%
126,4143,Al Taiseer TALCO Industrial,Saudi Arabia,,,SAR 2.32B,33.5x,3.62,SAR 56.90,-1.7%
127,4340,Al Rajhi REIT,Saudi Arabia,Real Estate,Residential & Commercial REITs,SAR 2.29B,30.3x,-0.51,SAR 8.36,-0.1%
128,2120,SAIC,Saudi Arabia,Basic Materials,Chemicals,SAR 2.26B,7.7x,0.04,SAR 38.15,0.4%
129,4342,Jadwa REIT Saudi,Saudi Arabia,Real Estate,Residential & Commercial REITs,SAR 2.21B,11.2x,,SAR 11.80,-0.3%
130,4040,SAPTCO,Saudi Arabia,Industrials,Passenger Transportation Services,SAR 2.20B,,-3.14,SAR 17.60,0.9%
131,9559,Balady Poultry Trading,Saudi Arabia,Consumer Non-Cyclicals,Food & Drug Retailing,SAR 2.17B,17.2x,1.59,SAR 339,2.7%
132,4320,Al Andalus Property,Saudi Arabia,Real Estate,Real Estate Operations,SAR 2.13B,530.2x,-5.52,SAR 22.76,1.9%
133,9528,Gas Arabian Services,Saudi Arabia,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",SAR 2.07B,39.7x,1.25,SAR 13.28,1.1%
134,2200,APC,Saudi Arabia,Basic Materials,Metals & Mining,SAR 2.07B,,0.06,SAR 138.20,3.3%
135,6014,Alamar Foods CJSC,Saudi Arabia,Consumer Cyclicals,Hotels & Entertainment Services,SAR 1.95B,87.4x,-1.03,SAR 78.30,1.6%
136,4110,Batic Investments and Logistics,Saudi Arabia,Industrials,Professional & Commercial Services,SAR 1.90B,-138.7x,-2.45,SAR 3.16,0.6%
137,6001,H B,Saudi Arabia,Consumer Non-Cyclicals,Food & Tobacco,SAR 1.86B,-31.7x,0.03,SAR 53,0%
138,8060,Walaa Cooperative Insurance,Saudi Arabia,Financials,Insurance,SAR 1.83B,12.3x,0.02,SAR 21.48,-0.7%
139,6070,ALJOUF,Saudi Arabia,Consumer Non-Cyclicals,Food & Tobacco,SAR 1.82B,21.1x,0.67,SAR 61,3.4%
140,2140,AYYAN Investment Co SJSC,Saudi Arabia,Healthcare,Healthcare Providers & Services,SAR 1.81B,-6.4x,0.09,SAR 17.98,-0.5%
141,4080,Sinad Holding,Saudi Arabia,Financials,Investment Holding Companies,SAR 1.77B,-17.7x,0.05,SAR 14.04,1.9%
142,9535,Ladun Investment,Saudi Arabia,Real Estate,Real Estate Operations,SAR 1.74B,15.3x,0.19,SAR 3.45,-0.6%
143,1833,Al Mawarid Manpower,Saudi Arabia,,,SAR 1.74B,19.5x,1.92,SAR 117.60,1.5%
144,4290,Alkhaleej Trng,Saudi Arabia,Academic & Educational Services,Professional & Business Education,SAR 1.72B,77.6x,1.63,SAR 26.45,-0.2%
145,4012,Al Aseel,Saudi Arabia,Consumer Cyclicals,Textiles & Apparel,SAR 1.70B,20.6x,0.98,SAR 4.26,1.4%
146,1304,Al Yamamah Steel,Saudi Arabia,Basic Materials,Metals & Mining,SAR 1.69B,-164.9x,-1.67,SAR 33.35,0.4%
147,8250,Gulf Insurance Group,Saudi Arabia,Financials,Insurance,SAR 1.64B,31.8x,0.2,SAR 31.25,0.8%
148,4014,Scientific and Medical Equipment,Saudi Arabia,Healthcare,Healthcare Providers & Services,SAR 1.62B,31.2x,0.04,SAR 53.90,0%
149,8070,Arabian Shield,Saudi Arabia,Financials,Insurance,SAR 1.60B,20.3x,0.06,SAR 20.06,1.1%
150,3004,Northern Region Cement Co,Saudi Arabia,Basic Materials,Construction Materials,SAR 1.59B,18.4x,-0.86,SAR 8.84,-0.1%
151,4347,Bonyan REIT,Saudi Arabia,Real Estate,Residential & Commercial REITs,SAR 1.58B,14x,1.05,SAR 9.76,0.6%
152,9531,Obeikan Glass,Saudi Arabia,Basic Materials,Chemicals,SAR 1.57B,27.1x,-0.38,SAR 49,0%
153,6002,Herfy Foods,Saudi Arabia,Consumer Cyclicals,Hotels & Entertainment Services,SAR 1.55B,,-2.63,SAR 24,1.3%
154,1214,SHAKER,Saudi Arabia,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",SAR 1.54B,22.3x,0.63,SAR 27.75,0.5%
155,4081,Nayifat Finance,Saudi Arabia,Financials,Banking Services,SAR 1.51B,20.2x,-0.41,SAR 12.88,2.4%
156,1183,SHL Financing Company SJSC,Saudi Arabia,Financials,Banking Services,SAR 1.50B,189x,-2.41,SAR 15.40,2.7%
157,2150,Zoujaj,Saudi Arabia,Basic Materials,Containers & Packaging,SAR 1.48B,16.6x,0.15,SAR 45,0%
158,3002,Najran Cement,Saudi Arabia,Basic Materials,Construction Materials,SAR 1.44B,23.1x,-0.47,SAR 8.46,0.9%
159,9534,Saudi Azm for Communication and,Saudi Arabia,Technology,Software & IT Services,SAR 1.43B,53.8x,3.53,SAR 23.82,0%
160,4344,Sedco Capital,Saudi Arabia,Real Estate,Residential & Commercial REITs,SAR 1.38B,113.5x,-0.85,SAR 7.37,0.3%
161,2240,Zamil Indust,Saudi Arabia,Basic Materials,Metals & Mining,SAR 1.32B,-15.1x,-0.2,SAR 22.04,4.1%
162,2340,ARTEX Industrial Investment,Saudi Arabia,Consumer Cyclicals,Household Goods,SAR 1.32B,-54x,-1.24,SAR 16.26,1%
163,9557,Edarat Communication and,Saudi Arabia,Industrials,Professional & Commercial Services,SAR 1.31B,62.4x,2.06,SAR 515.20,-0.9%
164,2370,MESC,Saudi Arabia,Technology,Communications & Networking,SAR 1.29B,18.1x,0,SAR 32.40,4.9%
165,2282,Naqi Water,Saudi Arabia,Consumer Non-Cyclicals,Beverages,SAR 1.27B,33.3x,-3.23,SAR 64.20,1.4%
166,9523,Group Five Pipe Saudi,Saudi Arabia,Basic Materials,Metals & Mining,SAR 1.23B,198.3x,1.06,SAR 43.85,0.2%
167,4240,AlHokair,Saudi Arabia,Consumer Cyclicals,Specialty Retailers,SAR 1.20B,-0.9x,0,SAR 10.42,9.9%
168,4008,Saudi Company Hardware,Saudi Arabia,Consumer Cyclicals,Specialty Retailers,SAR 1.19B,-26.8x,-0.34,SAR 33.10,0.8%
169,2160,Amiantit,Saudi Arabia,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",SAR 1.19B,2.3x,0,SAR 26.60,1.7%
170,3091,Jouf Cement,Saudi Arabia,Basic Materials,Construction Materials,SAR 1.18B,13.7x,0.1,SAR 10.92,-0.5%
171,8300,Wataniya,Saudi Arabia,Financials,Insurance,SAR 1.14B,,0.01,SAR 28.55,-0.2%
172,4330,Riyad REIT,Saudi Arabia,Real Estate,Residential & Commercial REITs,SAR 1.13B,52x,-0.7,SAR 6.80,4.5%
173,3090,TCC,Saudi Arabia,Basic Materials,Construction Materials,SAR 1.13B,26.2x,0.02,SAR 12.48,0.5%
174,8012,Aljazira Takaful Taawuni Company,Saudi Arabia,Financials,Insurance,SAR 1.12B,25.9x,0.3,SAR 17.04,0.2%
175,9546,Naba Alsaha Medical Services,Saudi Arabia,Healthcare,Healthcare Providers & Services,SAR 1.12B,22.1x,0.24,SAR 104,-2.8%
176,1182,Amlak Intl,Saudi Arabia,Financials,Banking Services,SAR 1.10B,35.1x,-0.75,SAR 11.16,3%
177,9519,Banan Real Estate,Saudi Arabia,Real Estate,Real Estate Operations,SAR 1.10B,37.5x,19.46,SAR 6.03,9.8%
178,2030,SARCO,Saudi Arabia,Energy,Oil & Gas,SAR 1.10B,163.1x,17.25,SAR 73.40,1.7%
179,4180,Fitaihi Group,Saudi Arabia,Consumer Cyclicals,Specialty Retailers,SAR 1.06B,196x,1.51,SAR 3.85,-0.3%
180,4006,Saudi Marke,Saudi Arabia,Consumer Non-Cyclicals,Food & Drug Retailing,SAR 1.02B,47.8x,-3.92,SAR 22.70,3.2%
181,4338,SNB Capital Funds of REITs Fund Unt,Saudi Arabia,Real Estate,Residential & Commercial REITs,SAR 1.01B,24.9x,-0.66,SAR 7.38,0.5%
182,2001,CHEMANOL,Saudi Arabia,Basic Materials,Chemicals,SAR 1.01B,-5.9x,0.02,SAR 14.94,0.3%
183,8240,CHUBB Arabia Cooperative,Saudi Arabia,Financials,Insurance,SAR 976.50M,38.2x,0.17,SAR 32.15,-1.5%
184,9556,Nofoth Food Products,Saudi Arabia,Consumer Non-Cyclicals,Food & Tobacco,SAR 955.20M,20.8x,0.62,SAR 19.18,-3.6%
185,2100,Wafrah for Industry and Development,Saudi Arabia,Consumer Non-Cyclicals,Food & Tobacco,SAR 950.35M,39.8x,1.61,SAR 41,2.5%
186,8040,Allianz SF,Saudi Arabia,Financials,Insurance,SAR 946.70M,34.6x,0.34,SAR 15.80,-0.9%
187,4170,TECO,Saudi Arabia,Consumer Cyclicals,Hotels & Entertainment Services,SAR 902.05M,-22x,0.13,SAR 0.78,5.4%
