166,PUMU,PunaMusta Media,Helsinki,Consumer Cyclicals,Media & Publishing,€20.28M,-6x,-0.16,€1.62,1.3%
167,ACG1V,Aspocomp Group Oyj,Helsinki,Technology,Semiconductors & Semiconductor Equipment,€19.70M,-3.7x,0.01,€2.88,0.4%
168,NXTMH,Nexstim,Helsinki,Healthcare,Healthcare Equipment & Supplies,€19.69M,-14.5x,0.07,€2.95,1.4%
169,ELEAV,Elecster Oyj A,Helsinki,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€19.68M,-17.6x,0.09,€5.25,4%
170,PNA1V,Panostaja Oyj,Helsinki,Financials,Investment Banking & Investment Services,€18.87M,-3.2x,0.03,€0.36,0%
171,NORRH,Norrhydro Oy,Helsinki,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€18.19M,-5.1x,0.01,€1.64,-0.6%
172,ECOUP,EcoUp Oyj,Helsinki,Industrials,Construction & Engineering,€17.56M,-10.8x,-1,€1.90,-4%
173,WUF1V,Wulff-Yhtiot Oy,Helsinki,Industrials,Professional & Commercial Services,€17.47M,8.1x,-0.25,€2.57,-2.3%
174,HONBS,Honkarakenne Oyj B,Helsinki,Consumer Cyclicals,Homebuilding & Construction Supplies,€16.49M,-68.3x,0.7,€2.80,0%
175,SOLTEQ,Solteq,Helsinki,Technology,Software & IT Services,€15.13M,-2.3x,0.24,€0.78,-3.7%
176,EAGLE,Eagle Filters Oyj,Helsinki,Financials,Investment Banking & Investment Services,€14.52M,-2.8x,-0.05,€0.09,6%
177,KELAS,Kesla Oyj A,Helsinki,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€12.88M,25.3x,0.18,€3.82,0%
178,QPR1V,QPR Software Oyj,Helsinki,Technology,Software & IT Services,€9.86M,-23.9x,-0.29,€0.55,0.7%
179,BONEHN0223,BBS-Bioactive Bone Substitutes Oyj,Helsinki,Healthcare,Healthcare Equipment & Supplies,€7.64M,-1.8x,-0.11,€0.45,0%
180,BONEH,BBS,Helsinki,Healthcare,Healthcare Equipment & Supplies,€7.54M,-1.8x,-0.08,€0.38,-1.3%
181,TRH1V,Trainers House,Helsinki,Technology,Software & IT Services,€5.35M,-113.2x,0.28,€2.49,0%
182,DIGIGR,Digitalist Oyj,Helsinki,Technology,Software & IT Services,€5.35M,-1.3x,,€0.008,0%
183,MARAS,Martela Oyj A,Helsinki,Industrials,Professional & Commercial Services,€4.95M,-1.2x,0,€1.08,-0.5%
184,VALOE,Valoe Corp,Helsinki,Energy,Renewable Energy,€2.86M,-0.4x,-0.01,€0.93,0%
185,LEHTO,Lehto Group Oyj,Helsinki,Industrials,Construction & Engineering,€2.77M,-0x,0,€0.03,0%
186,PIIPPO,Piippo OYJ,Helsinki,Consumer Cyclicals,Textiles & Apparel,€2.28M,-0.9x,0,€1.76,0%
187,RUSHF,Rush Factory,Helsinki,Consumer Cyclicals,Hotels & Entertainment Services,€755.46K,-10.3x,-0.11,€0.32,0%
188,PALLAS,Pallas Air Oyj,Helsinki,Industrials,Professional & Commercial Services,€352.13K,,-0,€1.80,0%
